EMPRESA;REGIAO;DATACENTER;ZONA;SERVIDOR;CPU;RAM_TOTAL;RAM_USADA;RAM_PERCENT;DISCO_TOTAL;DISCO_USADO;DISCO_PERCENT;LATENCIA;PACOTES_ENVIADOS;PACOTES_RECEBIDOS;PACOTES_PERDIDOS;QTD_PR;PROCESSO1_CPU;PORCENTAGEM_PROCESSO1_CPU;PROCESSO2_CPU;PORCENTAGEM_PROCESSO2_CPU;PROCESSO3_CPU;PORCENTAGEM_PROCESSO3_CPU;PROCESSO1_RAM;PORCENTAGEM_PROCESSO1_RAM;PROCESSO2_RAM;PORCENTAGEM_PROCESSO2_RAM;PROCESSO3_RAM;PORCENTAGEM_PROCESSO3_RAM;QTD_NUCLEOS;USO_USER;USO_SISTEM;BOOTTIME;DATA_HORA;DIA_SEMANA;JOGADORES_ATIVOS
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;97.55397683525797;34359738368;17896049186;52.08;536870912000;389910018391;72.63;43.33;60967;374060;5;399;chrome.exe;30.28;python.exe;22.37;discord.exe;6.99;chrome.exe;1444061906;discord.exe;1408121260;python.exe;731667469;32;64.77;26.36;1779377589;2026-05-30 13:33:09;Saturday;696464
SteamData;São Paulo;DC-SP01;ZonaB;SRV-DB-01;47.21724849984824;34359738368;13650656581;39.73;536870912000;343442838314;63.97;71.57;234630;203641;26;330;chrome.exe;30.73;python.exe;12.61;discord.exe;14.97;chrome.exe;1643469244;discord.exe;1412621591;python.exe;626292648;32;61.11;5.74;1780241589;2026-05-30 13:53:09;Saturday;760576
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-WEB-01;63.83032927344552;34359738368;27708301494;80.64;536870912000;329170968450;61.31;57.23;225596;336754;30;261;chrome.exe;37.79;python.exe;20.09;discord.exe;8.04;chrome.exe;3140478066;discord.exe;1112564682;python.exe;601055082;8;42.16;17.49;1779118389;2026-05-30 13:53:09;Saturday;635640
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-DB-01;83.37599488097905;34359738368;20123121853;58.57;536870912000;351506570219;65.47;70.41;88436;219995;27;279;chrome.exe;21.06;python.exe;10.57;discord.exe;8.91;chrome.exe;2005695392;discord.exe;551333143;python.exe;663079557;8;51.19;11.03;1780241589;2026-05-30 13:53:09;Saturday;501199
SteamData;São Paulo;DC-SP01;ZonaC;SRV-API-01;55.529843249503685;34359738368;13634805050;39.68;536870912000;447449017763;83.34;34.95;273737;394440;15;277;chrome.exe;28.14;python.exe;19.04;discord.exe;2.25;chrome.exe;1960222539;discord.exe;646897055;python.exe;638672502;8;19.26;29.0;1778599989;2026-05-30 14:13:09;Saturday;568354
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;69.25631276094953;34359738368;22495433687;65.47;536870912000;432378951071;80.54;107.97;180461;157530;17;168;chrome.exe;22.74;python.exe;13.76;discord.exe;11.09;chrome.exe;3609948945;discord.exe;1003517910;python.exe;310203398;16;22.1;18.92;1779291189;2026-05-30 14:13:09;Saturday;878854
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-API-01;76.57038082748403;34359738368;16956663199;49.35;536870912000;355494056854;66.22;118.11;232509;131592;2;258;chrome.exe;34.14;python.exe;7.73;discord.exe;6.89;chrome.exe;2926730510;discord.exe;982990483;python.exe;606875925;16;63.73;23.23;1778945589;2026-05-30 14:13:09;Saturday;523182
SteamData;São Paulo;DC-SP01;ZonaB;SRV-DB-01;78.35604466333953;34359738368;25062259869;72.94;536870912000;431066083202;80.29;12.68;118809;67855;16;259;chrome.exe;29.28;python.exe;24.22;discord.exe;2.5;chrome.exe;3786348183;discord.exe;951252965;python.exe;870795170;32;46.76;6.13;1779636789;2026-05-30 14:33:09;Saturday;814777
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-DB-01;38.62407287266538;34359738368;27687093358;80.58;536870912000;232149794407;43.24;85.97;76678;205468;2;380;chrome.exe;30.12;python.exe;24.89;discord.exe;7.65;chrome.exe;3182704049;discord.exe;500613885;python.exe;577027222;8;63.32;16.99;1777822389;2026-05-30 14:33:09;Saturday;658802
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;77.14394504403238;34359738368;20103081201;58.51;536870912000;413435327304;77.01;118.98;202170;115164;27;326;chrome.exe;26.34;python.exe;8.31;discord.exe;14.12;chrome.exe;1667999357;discord.exe;1232454339;python.exe;598261029;8;49.19;23.39;1778340789;2026-05-30 14:33:09;Saturday;506580
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;76.01121985389851;34359738368;25964104981;75.57;536870912000;232591824330;43.32;76.25;69806;203389;3;396;chrome.exe;25.49;python.exe;24.61;discord.exe;3.77;chrome.exe;3300432204;discord.exe;551666925;python.exe;806004569;8;30.51;28.87;1777822389;2026-05-30 14:53:09;Saturday;535208
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-API-01;39.78254993091378;34359738368;21865477467;63.64;536870912000;347962869121;64.81;75.76;79711;64974;7;195;chrome.exe;22.04;python.exe;11.78;discord.exe;10.21;chrome.exe;2184349573;discord.exe;1824041061;python.exe;311578731;32;51.64;26.01;1779636789;2026-05-30 14:53:09;Saturday;754555
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;99.0;34359738368;18895104779;54.99;536870912000;294797750551;54.91;43.92;127422;117667;18;164;chrome.exe;36.82;python.exe;23.19;discord.exe;12.99;chrome.exe;2709961199;discord.exe;971209217;python.exe;885629263;32;69.83;19.56;1779031989;2026-05-30 14:53:09;Saturday;528262
SteamData;São Paulo;DC-SP01;ZonaA;SRV-API-01;56.45887037252312;34359738368;28213099628;82.11;536870912000;379446116762;70.68;16.99;254701;367013;28;345;chrome.exe;29.45;python.exe;19.15;discord.exe;5.48;chrome.exe;3506132036;discord.exe;1543922447;python.exe;743349984;32;40.97;28.41;1778340789;2026-05-30 15:13:09;Saturday;714153
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-DB-01;88.44635025306934;34359738368;28249086186;82.22;536870912000;379073823907;70.61;27.55;133974;376159;2;173;chrome.exe;19.25;python.exe;19.76;discord.exe;6.59;chrome.exe;2176286937;discord.exe;1131947394;python.exe;475890360;8;31.34;29.0;1779031989;2026-05-30 15:13:09;Saturday;825547
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;89.49810902874924;34359738368;17291070191;50.32;536870912000;223245238604;41.58;60.07;263410;145644;26;202;chrome.exe;11.61;python.exe;12.61;discord.exe;6.71;chrome.exe;3371365393;discord.exe;1789707140;python.exe;859439924;8;22.79;22.75;1778945589;2026-05-30 15:13:09;Saturday;734390
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;74.83;34359738368;19694937938;57.32;536870912000;416334468106;77.55;72.11;271518;218045;3;153;chrome.exe;15.28;python.exe;22.65;discord.exe;5.59;chrome.exe;3773303878;discord.exe;992128708;python.exe;947968000;16;49.72;6.58;1778686389;2026-05-30 15:33:09;Saturday;783246
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-WEB-01;32.12;34359738368;15256452239;44.4;536870912000;408635657485;76.11;86.3;283247;196329;12;366;chrome.exe;31.86;python.exe;5.79;discord.exe;3.74;chrome.exe;2716050680;discord.exe;1071037645;python.exe;800150619;32;27.05;17.87;1779031989;2026-05-30 15:33:09;Saturday;577871
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-DB-01;91.12;34359738368;26029677452;75.76;536870912000;348442573163;64.9;19.22;100546;224704;3;216;chrome.exe;14.13;python.exe;20.52;discord.exe;5.04;chrome.exe;3314940805;discord.exe;1808845197;python.exe;328567903;8;40.66;21.95;1778945589;2026-05-30 15:33:09;Saturday;506701
SteamData;São Paulo;DC-SP01;ZonaB;SRV-WEB-01;83.09;34359738368;24089090722;70.11;536870912000;224651124511;41.84;59.82;183995;181911;24;362;chrome.exe;33.86;python.exe;20.7;discord.exe;14.38;chrome.exe;3908722543;discord.exe;1047398591;python.exe;929574475;16;38.29;23.58;1779377589;2026-05-30 15:53:09;Saturday;608771
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-WEB-01;84.33;34359738368;18201005113;52.97;536870912000;404426316584;75.33;28.69;289822;283223;7;359;chrome.exe;34.06;python.exe;15.07;discord.exe;6.42;chrome.exe;3609223451;discord.exe;1987841241;python.exe;443062128;8;67.52;13.41;1778340789;2026-05-30 15:53:09;Saturday;784351
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-WEB-01;38.95;34359738368;14528377093;42.28;536870912000;242490272130;45.17;75.82;153062;80314;7;195;chrome.exe;19.46;python.exe;24.83;discord.exe;4.42;chrome.exe;1887075973;discord.exe;1766330554;python.exe;520036689;32;24.79;9.01;1778427189;2026-05-30 15:53:09;Saturday;652448
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;40.33;34359738368;26624680339;77.49;536870912000;260154715003;48.46;47.17;258320;345199;12;386;chrome.exe;15.64;python.exe;23.78;discord.exe;10.97;chrome.exe;3732027140;discord.exe;1977525367;python.exe;300656406;16;46.89;26.04;1778772789;2026-05-30 16:13:09;Saturday;590084
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-DB-01;64.17;34359738368;18710303252;54.45;536870912000;234138603552;43.61;112.31;155661;167319;29;314;chrome.exe;31.43;python.exe;16.22;discord.exe;13.49;chrome.exe;1570253298;discord.exe;1741817919;python.exe;467752225;32;18.11;5.73;1777822389;2026-05-30 16:13:09;Saturday;800288
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-WEB-01;72.92;34359738368;26094896215;75.95;536870912000;409956861131;76.36;71.71;104954;342271;29;283;chrome.exe;15.27;python.exe;10.78;discord.exe;3.95;chrome.exe;1076395035;discord.exe;843740021;python.exe;890065159;16;22.71;12.96;1780241589;2026-05-30 16:13:09;Saturday;513959
SteamData;São Paulo;DC-SP01;ZonaC;SRV-API-01;69.23;34359738368;28170739001;81.99;536870912000;373125996383;69.5;53.45;186863;171549;26;352;chrome.exe;36.45;python.exe;22.71;discord.exe;4.36;chrome.exe;3525162980;discord.exe;1700966447;python.exe;467056200;8;25.87;19.57;1779118389;2026-05-30 16:33:09;Saturday;621374
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-WEB-01;70.56;34359738368;28619767174;83.29;536870912000;426158588776;79.38;91.84;201303;263530;16;397;chrome.exe;19.61;python.exe;8.28;discord.exe;4.42;chrome.exe;2126146701;discord.exe;810764755;python.exe;650806373;16;33.64;29.49;1779118389;2026-05-30 16:33:09;Saturday;612629
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-DB-01;91.3;34359738368;22287574860;64.87;536870912000;367620939605;68.47;20.28;98628;88938;13;297;chrome.exe;36.24;python.exe;24.07;discord.exe;9.18;chrome.exe;1862214919;discord.exe;800231379;python.exe;509516203;16;69.8;15.64;1778513589;2026-05-30 16:33:09;Saturday;643465
SteamData;São Paulo;DC-SP01;ZonaA;SRV-WEB-01;34.72;34359738368;12495974517;36.37;536870912000;448550753080;83.55;97.27;131276;113935;3;191;chrome.exe;36.56;python.exe;23.58;discord.exe;13.74;chrome.exe;2656442003;discord.exe;1196371963;python.exe;322376683;8;62.45;13.57;1777735989;2026-05-30 16:53:09;Saturday;752066
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;75.71;34359738368;28247065332;82.21;536870912000;235694607684;43.9;29.78;257560;287349;2;233;chrome.exe;20.72;python.exe;24.55;discord.exe;2.76;chrome.exe;3599068673;discord.exe;728294960;python.exe;778279995;16;32.94;13.32;1779723189;2026-05-30 16:53:09;Saturday;581741
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;88.15;34359738368;28096111469;81.77;536870912000;435269700331;81.08;75.96;130287;54753;14;319;chrome.exe;33.34;python.exe;20.96;discord.exe;12.4;chrome.exe;2376660440;discord.exe;1290384477;python.exe;803389595;32;51.87;11.86;1778513589;2026-05-30 16:53:09;Saturday;695163
SteamData;São Paulo;DC-SP01;ZonaB;SRV-API-01;57.13;34359738368;20568280224;59.86;536870912000;219908553129;40.96;65.79;83597;229077;23;370;chrome.exe;18.77;python.exe;14.03;discord.exe;11.16;chrome.exe;2528442913;discord.exe;930335257;python.exe;413712407;8;64.93;13.47;1778686389;2026-05-30 17:13:09;Saturday;863059
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-DB-01;48.8;34359738368;15689735932;45.66;536870912000;397712896878;74.08;113.89;253727;69390;23;400;chrome.exe;16.21;python.exe;10.91;discord.exe;7.94;chrome.exe;3236079042;discord.exe;1063790531;python.exe;970225232;32;12.22;10.0;1780241589;2026-05-30 17:13:09;Saturday;625186
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;61.75;34359738368;23771325206;69.18;536870912000;224044286902;41.73;38.91;283457;187963;17;283;chrome.exe;19.45;python.exe;17.72;discord.exe;10.96;chrome.exe;1136457457;discord.exe;1709598329;python.exe;741231691;32;48.55;16.18;1779982389;2026-05-30 17:13:09;Saturday;876498
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;49.29;34359738368;18854784537;54.87;536870912000;314079649092;58.5;61.03;263497;197420;12;289;chrome.exe;28.07;python.exe;9.07;discord.exe;9.6;chrome.exe;1142176810;discord.exe;936018665;python.exe;810133203;8;53.15;19.87;1777735989;2026-05-30 17:33:09;Saturday;771401
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-DB-01;65.56;34359738368;26996996532;78.57;536870912000;355498810420;66.22;46.62;225396;301338;22;199;chrome.exe;25.65;python.exe;18.51;discord.exe;10.38;chrome.exe;2205645291;discord.exe;1016380711;python.exe;359359068;32;16.91;6.31;1778427189;2026-05-30 17:33:09;Saturday;517813
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;28.83;34359738368;25514640775;74.26;536870912000;299113840545;55.71;101.7;77656;393715;2;374;chrome.exe;15.89;python.exe;18.41;discord.exe;10.43;chrome.exe;2415316541;discord.exe;1370192031;python.exe;859914304;32;69.89;23.99;1779118389;2026-05-30 17:33:09;Saturday;516226
SteamData;São Paulo;DC-SP01;ZonaC;SRV-DB-01;48.77;34359738368;20291896615;59.06;536870912000;333888146550;62.19;73.69;135304;114420;14;188;chrome.exe;19.4;python.exe;8.14;discord.exe;14.67;chrome.exe;1559590729;discord.exe;1969561211;python.exe;376186587;32;48.18;13.98;1780241589;2026-05-30 17:53:09;Saturday;703268
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;60.38;34359738368;14122938608;41.1;536870912000;390167865619;72.67;84.61;158181;145755;7;279;chrome.exe;32.59;python.exe;23.09;discord.exe;7.89;chrome.exe;1487193540;discord.exe;1016967792;python.exe;813774447;32;45.18;20.01;1779204789;2026-05-30 17:53:09;Saturday;802069
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;93.95;34359738368;14487795476;42.17;536870912000;207013123122;38.56;18.7;297198;264902;22;236;chrome.exe;34.73;python.exe;16.99;discord.exe;4.63;chrome.exe;3703932989;discord.exe;804612436;python.exe;475258582;32;67.29;24.27;1779550389;2026-05-30 17:53:09;Saturday;606112
SteamData;São Paulo;DC-SP01;ZonaA;SRV-DB-01;68.14;34359738368;19195721414;55.87;536870912000;437783091088;81.54;118.92;164117;158304;9;300;chrome.exe;20.87;python.exe;13.09;discord.exe;13.6;chrome.exe;3529937298;discord.exe;1526031975;python.exe;486785188;16;18.59;19.93;1778772789;2026-05-30 18:13:09;Saturday;639548
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;43.23;34359738368;18965225571;55.2;536870912000;244472706304;45.54;29.09;222236;77747;26;301;chrome.exe;37.74;python.exe;9.0;discord.exe;10.01;chrome.exe;2963035487;discord.exe;584377110;python.exe;536032191;8;48.19;8.04;1779895989;2026-05-30 18:13:09;Saturday;624496
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;32.88;34359738368;29701486000;86.44;536870912000;323880459654;60.33;30.61;268745;177937;20;335;chrome.exe;38.37;python.exe;16.51;discord.exe;14.62;chrome.exe;3012570984;discord.exe;1505682409;python.exe;846465769;16;49.64;15.31;1779636789;2026-05-30 18:13:09;Saturday;634894
SteamData;São Paulo;DC-SP01;ZonaC;SRV-DB-01;87.1;34359738368;24137059982;70.25;536870912000;205813941511;38.34;66.8;96880;85425;4;375;chrome.exe;36.1;python.exe;16.88;discord.exe;4.21;chrome.exe;2483247493;discord.exe;1970098386;python.exe;639255262;32;53.64;18.64;1779291189;2026-05-30 18:33:09;Saturday;549838
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;80.48;34359738368;28048103108;81.63;536870912000;412705087301;76.87;14.91;80828;238282;4;253;chrome.exe;27.6;python.exe;24.29;discord.exe;14.6;chrome.exe;3193565446;discord.exe;1459219739;python.exe;776113244;32;21.82;27.36;1778340789;2026-05-30 18:33:09;Saturday;739661
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-API-01;64.04;34359738368;12095739217;35.2;536870912000;294106461295;54.78;73.49;250693;106272;24;220;chrome.exe;20.88;python.exe;10.1;discord.exe;11.93;chrome.exe;1218595725;discord.exe;1155191072;python.exe;378319035;16;13.92;27.09;1778340789;2026-05-30 18:33:09;Saturday;553060
SteamData;São Paulo;DC-SP01;ZonaB;SRV-DB-01;36.89;34359738368;26607126326;77.44;536870912000;389876626907;72.62;94.86;129991;391805;26;317;chrome.exe;25.4;python.exe;24.55;discord.exe;14.53;chrome.exe;1444707018;discord.exe;1434689234;python.exe;502747141;32;28.23;25.11;1779723189;2026-05-30 18:53:09;Saturday;563403
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;52.82;34359738368;25585356693;74.46;536870912000;253096014811;47.14;52.7;275577;333327;28;243;chrome.exe;12.21;python.exe;8.06;discord.exe;2.57;chrome.exe;2285649524;discord.exe;1571257590;python.exe;429913263;32;59.39;24.12;1779723189;2026-05-30 18:53:09;Saturday;868679
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-WEB-01;93.23;34359738368;26810528444;78.03;536870912000;298015444163;55.51;33.87;109656;242452;19;239;chrome.exe;36.48;python.exe;14.65;discord.exe;12.0;chrome.exe;2745970071;discord.exe;638769134;python.exe;475652302;16;40.28;7.36;1779031989;2026-05-30 18:53:09;Saturday;788122
SteamData;São Paulo;DC-SP01;ZonaC;SRV-DB-01;37.38;34359738368;28157209738;81.95;536870912000;412868943240;76.9;26.45;80311;270687;25;202;chrome.exe;15.42;python.exe;9.07;discord.exe;8.03;chrome.exe;2260893647;discord.exe;700327369;python.exe;977301695;8;57.05;12.36;1778254389;2026-05-30 19:13:09;Saturday;579740
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;88.7;34359738368;15199609270;44.24;536870912000;383357508859;71.41;94.94;197989;364581;16;202;chrome.exe;10.08;python.exe;13.52;discord.exe;4.25;chrome.exe;3372928192;discord.exe;574060467;python.exe;680988369;16;56.15;28.94;1778427189;2026-05-30 19:13:09;Saturday;735911
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-WEB-01;31.6;34359738368;17446533946;50.78;536870912000;270978698474;50.47;81.18;247647;131367;19;237;chrome.exe;29.53;python.exe;5.59;discord.exe;7.61;chrome.exe;1990277404;discord.exe;791003880;python.exe;858427776;16;69.2;19.07;1777908789;2026-05-30 19:13:09;Saturday;732030
SteamData;São Paulo;DC-SP01;ZonaB;SRV-DB-01;32.94;34359738368;23973429653;69.77;536870912000;232845163372;43.37;70.8;298169;132089;29;188;chrome.exe;35.55;python.exe;20.02;discord.exe;12.86;chrome.exe;2634810784;discord.exe;1261728412;python.exe;358993347;16;30.97;26.6;1778772789;2026-05-30 19:33:09;Saturday;748514
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-DB-01;69.69;34359738368;20030872281;58.3;536870912000;329316666405;61.34;44.73;260997;79468;27;298;chrome.exe;30.15;python.exe;8.41;discord.exe;8.28;chrome.exe;1502565079;discord.exe;1152806461;python.exe;459496607;32;50.23;7.23;1779031989;2026-05-30 19:33:09;Saturday;882056
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-WEB-01;72.59;34359738368;14344098785;41.75;536870912000;387492707812;72.18;80.17;85525;254532;9;368;chrome.exe;18.94;python.exe;6.69;discord.exe;10.8;chrome.exe;2867144450;discord.exe;501097123;python.exe;447800683;16;48.83;5.22;1780241589;2026-05-30 19:33:09;Saturday;741009
SteamData;São Paulo;DC-SP01;ZonaC;SRV-DB-01;78.64;34359738368;23167314015;67.43;536870912000;292932041203;54.56;89.42;142379;93482;12;246;chrome.exe;25.23;python.exe;11.94;discord.exe;4.06;chrome.exe;1169025246;discord.exe;1476190065;python.exe;418631679;16;27.69;14.44;1780241589;2026-05-30 19:53:09;Saturday;682494
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;84.96;34359738368;22308666718;64.93;536870912000;324162184588;60.38;104.36;143598;277024;19;165;chrome.exe;10.4;python.exe;10.3;discord.exe;3.91;chrome.exe;2775919198;discord.exe;823147392;python.exe;925068159;8;32.36;22.4;1778254389;2026-05-30 19:53:09;Saturday;795987
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-WEB-01;37.65;34359738368;22308352169;64.93;536870912000;271274971925;50.53;87.22;67579;357984;29;275;chrome.exe;32.69;python.exe;18.85;discord.exe;10.24;chrome.exe;1575769157;discord.exe;1482476280;python.exe;841196761;32;36.36;28.29;1777735989;2026-05-30 19:53:09;Saturday;824979
SteamData;São Paulo;DC-SP01;ZonaA;SRV-DB-01;43.85;34359738368;22937101662;66.76;536870912000;374995463034;69.85;36.4;133258;69969;10;325;chrome.exe;20.71;python.exe;5.14;discord.exe;5.54;chrome.exe;1293150369;discord.exe;592708992;python.exe;802682633;32;10.22;17.41;1777995189;2026-05-30 20:13:09;Saturday;625688
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;83.55;34359738368;28239567944;82.19;536870912000;222189506751;41.39;15.83;226756;259780;12;164;chrome.exe;34.65;python.exe;14.62;discord.exe;2.66;chrome.exe;2265533557;discord.exe;1607136530;python.exe;317998202;16;18.21;13.96;1779118389;2026-05-30 20:13:09;Saturday;507259
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;87.31;34359738368;13093607137;38.11;536870912000;263193866979;49.02;47.49;266663;299765;0;317;chrome.exe;26.57;python.exe;15.38;discord.exe;8.14;chrome.exe;3804737717;discord.exe;1215988536;python.exe;947622588;16;58.93;28.85;1779982389;2026-05-30 20:13:09;Saturday;524553
SteamData;São Paulo;DC-SP01;ZonaB;SRV-API-01;33.99;34359738368;19857372985;57.79;536870912000;279601427647;52.08;119.37;254371;268792;12;258;chrome.exe;13.44;python.exe;20.07;discord.exe;5.71;chrome.exe;1284981127;discord.exe;1123780348;python.exe;566159732;16;13.47;16.02;1779118389;2026-05-30 20:33:09;Saturday;800493
SteamData;Rio de Janeiro;DC-RJ01;ZonaA;SRV-API-01;50.05;34359738368;12406952138;36.11;536870912000;432317160973;80.53;109.33;192405;116367;29;396;chrome.exe;28.17;python.exe;20.29;discord.exe;8.48;chrome.exe;2015217841;discord.exe;584784206;python.exe;481341529;32;66.8;6.16;1779377589;2026-05-30 20:33:09;Saturday;672335
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-API-01;33.48;34359738368;22846714316;66.49;536870912000;237930119359;44.32;36.75;296556;211730;11;172;chrome.exe;27.32;python.exe;20.11;discord.exe;9.02;chrome.exe;1664603843;discord.exe;1135214073;python.exe;455247362;32;56.53;12.14;1779118389;2026-05-30 20:33:09;Saturday;666002
SteamData;São Paulo;DC-SP01;ZonaC;SRV-DB-01;78.77;34359738368;23290192252;67.78;536870912000;404812046539;75.4;78.92;217652;391268;10;214;chrome.exe;37.42;python.exe;23.33;discord.exe;2.39;chrome.exe;3414954008;discord.exe;640978170;python.exe;516629316;16;41.92;12.66;1777822389;2026-05-30 20:53:09;Saturday;843612
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-DB-01;55.83;34359738368;15730318977;45.78;536870912000;247474603497;46.1;89.55;297061;180916;24;196;chrome.exe;37.58;python.exe;12.6;discord.exe;8.9;chrome.exe;3536196231;discord.exe;1968515948;python.exe;388912677;32;52.79;18.79;1778513589;2026-05-30 20:53:09;Saturday;622022
SteamData;Porto Alegre;DC-POA01;ZonaC;SRV-DB-01;68.7;34359738368;25172056330;73.26;536870912000;381140711534;70.99;60.77;215178;270620;4;309;chrome.exe;34.73;python.exe;19.73;discord.exe;4.67;chrome.exe;2763773773;discord.exe;1609003899;python.exe;360816979;16;46.43;13.16;1779895989;2026-05-30 20:53:09;Saturday;872284
SteamData;São Paulo;DC-SP01;ZonaA;SRV-WEB-01;29.47;34359738368;29552882328;86.01;536870912000;244231545284;45.49;26.53;181565;190914;5;325;chrome.exe;10.95;python.exe;7.59;discord.exe;12.31;chrome.exe;2679851635;discord.exe;1632683827;python.exe;555622655;32;47.73;15.04;1778167989;2026-05-30 21:13:09;Saturday;681133
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;35.25;34359738368;13439294643;39.11;536870912000;318264541755;59.28;85.97;280601;117504;5;387;chrome.exe;29.94;python.exe;9.02;discord.exe;8.05;chrome.exe;3976517784;discord.exe;1770037600;python.exe;764991464;32;45.06;26.32;1779723189;2026-05-30 21:13:09;Saturday;517654
SteamData;Porto Alegre;DC-POA01;ZonaA;SRV-DB-01;83.98;34359738368;27293862685;79.44;536870912000;240633321775;44.82;11.11;117808;393664;30;156;chrome.exe;22.8;python.exe;20.37;discord.exe;7.87;chrome.exe;1830932258;discord.exe;1742085363;python.exe;657264810;16;15.02;19.6;1778513589;2026-05-30 21:13:09;Saturday;650218
SteamData;São Paulo;DC-SP01;ZonaC;SRV-WEB-01;38.3;34359738368;19674048765;57.26;536870912000;253197506740;47.16;39.54;132018;362298;6;299;chrome.exe;20.31;python.exe;17.96;discord.exe;2.9;chrome.exe;3997984522;discord.exe;1015931332;python.exe;701290996;16;25.74;29.58;1779291189;2026-05-30 21:33:09;Saturday;703373
SteamData;Rio de Janeiro;DC-RJ01;ZonaC;SRV-WEB-01;66.61;34359738368;20773871462;60.46;536870912000;322206057241;60.02;13.71;259593;134598;1;398;chrome.exe;27.58;python.exe;14.13;discord.exe;7.74;chrome.exe;2195094844;discord.exe;810233295;python.exe;956921283;16;68.78;21.94;1779204789;2026-05-30 21:33:09;Saturday;824813
SteamData;Porto Alegre;DC-POA01;ZonaB;SRV-API-01;77.18;34359738368;12927822618;37.62;536870912000;251161849866;46.78;113.24;60318;64964;26;166;chrome.exe;36.61;python.exe;12.42;discord.exe;7.99;chrome.exe;1330519922;discord.exe;1880403288;python.exe;826979528;32;44.89;14.81;1777735989;2026-05-30 21:33:09;Saturday;817129
SteamData;São Paulo;DC-SP01;ZonaB;SRV-WEB-01;49.05;34359738368;19851563108;57.78;536870912000;281220168516;52.38;116.44;109082;112527;0;157;chrome.exe;20.54;python.exe;24.73;discord.exe;13.03;chrome.exe;1685496355;discord.exe;1619567592;python.exe;374498673;32;29.38;29.5;1777995189;2026-05-30 21:53:09;Saturday;773091
SteamData;Rio de Janeiro;DC-RJ01;ZonaB;SRV-WEB-01;78.95;34359738368;13969071550;40.66;536870912000;414206937207;77.15;94.54;110081;196169;29;166;chrome.exe;38.52;python.exe;14.83;discord.exe;6.93;chrome.exe;2505505075;discord.exe;806738071;python.exe;786355551;16;11.17;9.14;1780068789;2026-05-30 21:53:09;Saturday;610374
